geneName	geneID	transcriptName	feature	id	fc	pval	qval	FPKM.sample01	FPKM.sample02	FPKM.sample03	FPKM.sample04	lg_fc
.	MSTRG.1	MSTRG.1.1	transcript	1	0.614327355330423	0.169198025016954	0.176268959257262	10102.762695	10188.942383	5684.093262	6856.97168	-0.702920468510721
.	MSTRG.2	MSTRG.2.1	transcript	2	25.3776746818502	0.169194067656498	0.176268959257262	6452.781738	0	3630.513184	4379.647461	4.66548797814626
.	MSTRG.3	MSTRG.3.1	transcript	3	0.686044836924911	0.169204536766312	0.176268959257262	61813.761719	48035.285156	34778.132812	41954.386719	-0.543625227096602
.	MSTRG.4	MSTRG.4.1	transcript	4	0.574572874003433	0.169198031776739	0.176268959257262	11196.134766	13222.679688	6299.254883	7599.068359	-0.799438211074525
.	MSTRG.5	MSTRG.5.1	transcript	5	0.680566498635811	0.169203721353314	0.176268959257262	37453.628906	29661.388672	21072.447266	25420.619141	-0.555191959513847
.	MSTRG.6	MSTRG.6.1	transcript	6	0.5285389856843	0.169190647419358	0.176268959257262	3797.844727	5464.048828	2136.772461	2577.682373	-0.919918204397618
.	MSTRG.7	MSTRG.7.1	transcript	7	0.693385823462764	0.169201855181469	0.176268959257262	16208.210938	12283.583008	9119.1875	11000.876953	-0.528269754494647
.	MSTRG.8	MSTRG.8.1	transcript	8	0.755790710870523	0.169205928579753	0.176268959257262	24017.060547	14851.676758	13512.662109	16300.917969	-0.403941307783779
.	MSTRG.9	MSTRG.9.1	transcript	9	0.578985424937289	0.169181068536338	0.176268959257262	2170.638184	2519.181152	1221.261108	1473.260864	-0.788401063832361
.	MSTRG.11	MSTRG.11.1	transcript	11	1.09263122313497	0.169175551569974	0.176268959257262	9308.948242	2411.794922	5237.471191	6318.191895	0.127806555329921
.	MSTRG.12	MSTRG.12.1	transcript	12	0.705021401116598	0.1692028488698	0.176268959257262	18826.691406	13718.399414	10592.416992	12778.098633	-0.504261043310446
.	MSTRG.13	MSTRG.13.1	transcript	13	0.710977225733278	0.169206356240229	0.176268959257262	140645.21875	100464.078125	79130.882812	95459.0625	-0.492124747205663
.	MSTRG.14	MSTRG.14.1	transcript	14	0.487581730917246	0.169186526454357	0.176268959257262	2533.248779	4410.018066	1425.275757	1719.372803	-1.03628402391049
.	MSTRG.15	MSTRG.15.1	transcript	15	0.653988533754102	0.169181638590671	0.176268959257262	2583.037354	2248.349854	1453.288208	1753.165405	-0.612662753416466
.	MSTRG.16	MSTRG.16.1	transcript	16	20.741545471678	0.169194830367835	0.176268959257262	4007.765625	0	2254.879639	2720.1604	4.37445148958128
.	MSTRG.17	MSTRG.17.1	transcript	17	0.635347192013437	0.169201787177529	0.176268959257262	28958.779297	26974.085938	16293.009766	19654.972656	-0.654382911959665
.	MSTRG.17	MSTRG.17.2	transcript	18	26.2337044468789	0.169193970405864	0.176268959257262	6978.447754	0	3926.267578	4736.429199	4.71334963904324
.	MSTRG.18	MSTRG.18.2	transcript	20	1.14622583654026	0.0759417142992214	0.176268959257262	488546.5	594427	625225.75	591445.5625	0.196891320846737
.	MSTRG.19	MSTRG.19.1	transcript	21	0.619098939794376	0.169197681646798	0.176268959257262	9504.699219	9412.416992	5347.606445	6451.052246	-0.691758106216374
.	MSTRG.20	MSTRG.20.1	transcript	22	0.702579257201686	0.169202664464129	0.176268959257262	18509.873047	13598.458984	10414.166016	12563.066406	-0.509267111515257
.	MSTRG.21	MSTRG.21.1	transcript	23	0.758714359400206	0.169204324699873	0.176268959257262	16230.697266	9945.878906	9131.838867	11016.138672	-0.398371252513112
.	MSTRG.22	MSTRG.22.1	transcript	24	0.872970799923559	0.169201763746818	0.176268959257262	7529.636719	3313.659668	4236.381836	5110.533691	-0.195994697057869
.	MSTRG.23	MSTRG.23.1	transcript	25	0.762183471300156	0.169202468752217	0.176268959257262	12008.47168	7279.907715	6756.29834	8150.419434	-0.391789772662046
.	MSTRG.24	MSTRG.24.1	transcript	26	1.05043613364002	0.169218200886972	0.176268959257262	4508.241211	1281.661743	2536.461182	3059.844727	0.0709884490344701
.	MSTRG.18	MSTRG.18.1	transcript	19	1.20752234606563	0.301125168613617	0.301125168613617	54280.171875	27216.458984	49496.929688	48321.355469	0.272049887412822
